elzarki|434:0:145
6688|298:0:65080
6689|298:0:88133
6680|298:0:65056
6681|298:0:118186
6682|298:0:112507
6683|298:0:65065
6684|298:0:91208
6685|298:0:95983
6686|298:0:88610
6687|298:0:113311
attacked|278:0:13743
22222222|355:0:433
divisor|25:1:219
6356|298:0:64084
6357|298:0:67980
6354|298:0:97472
6355|298:0:98555
6352|298:0:64072
6353|298:0:113617
6350|298:0:64066
6351|298:0:78386
6358|298:0:78638
6359|298:0:99911
gnd|491:1:1400
adish|301:0:475
9boobo13bo|157:1:242
endpoints|411:0:244;95:0:576
characterizing|141:1:2761
concensus|254:0:214
cylinder|234:0:277;387:1:183
cont|129:0:131;198:0:2;229:0:4;64:0:3;66:0:197;340:1:3;399:1:5;463:1:293;465:1:1;487:1:7
10169|298:0:75524
10168|298:0:75521
10167|298:0:75518
10166|298:0:75515
10165|298:0:75512
10164|298:0:75509
10163|298:0:75506
10162|298:0:75503
10161|298:0:75500
10160|298:0:75497
conc|448:0:151
cond|287:0:53
conf|280:1:694;496:1:330
setid|403:0:290
14888|298:0:89682
14889|298:0:89685
66756099|191:0:122
14881|298:0:89661
14882|298:0:89664
14883|298:0:89667
14884|298:0:89670
14885|298:0:89673
14886|298:0:89676
14887|298:0:89679
03827|298:0:78008
03825|298:0:117814
synch|150:0:593
160e|190:0:8
survival|219:1:1890;409:1:883
03829|298:0:45915
hank|253:0:678;381:0:113
con1|438:0:462
con2|438:0:469
1107|298:0:116380
permutation|258:0:1358;141:1:3103;420:1:59
hang|200:1:1189;315:1:940
hand|108:0:301;112:0:314;12:0:307;124:0:318;139:0:47;15:0:304;151:0:302;176:0:714;180:0:316;193:0:310;209:0:307;214:0:283;226:0:314;23:0:313;235:0:310;240:0:319;280:0:307;30:0:305;301:0:161;302:0:305;306:0:301;319:0:409;336:0:304;347:0:301;354:0:310;376:0:299;378:0:313;405:0:307;406:0:1;421:0:311;422:0:214;446:0:501;447:0:312;463:0:302;486:0:310;499:0:319;51:0:302;55:0:2197;77:0:311;104:1:783;105:1:301;11:1:551;118:1:300;146:1:301;168:1:301;189:1:301;197:1:301;200:1:907;207:1:306;213:1:311;231:1:37;233:1:313;239:1:296;246:1:311;247:1:310;254:1:316;266:1:311;277:1:304;284:1:307;3:1:304;302:1:313;315:1:3351;33:1:304;335:1:310;339:1:310;349:1:316;362:1:957;370:1:301;383:1:307;396:1:665;40:1:18;403:1:158;409:1:5843;423:1:299;426:1:302;447:1:310;448:1:302;463:1:1014;476:1:309;489:1:311;491:1:213;64:1:308;67:1:308;70:1:308;76:1:94;91:1:311;0:2:308
fuse|214:0:364;253:1:3493
walking|82:1:2624
hans|315:1:495
snext|461:0:307
1609|298:0:101336;215:1:368
1608|298:0:108777
whereby|152:0:55
1601|211:0:38;298:0:86297;458:0:603;85:0:606;141:1:3374
1600|146:0:455;424:1:331
1603|298:0:64635;85:0:655;377:1:536;424:1:358;81:1:422
1602|298:0:68118;85:0:632;377:1:510
1605|298:0:115450;85:0:677;424:1:408
1604|298:0:119380;377:1:561;424:1:384
1607|298:0:115594;377:1:587
1606|298:0:80531
client|138:0:104;154:0:770;252:0:130;254:0:338;278:0:15697;292:0:436;363:0:184;365:0:282;380:0:2209;92:0:50;98:0:1170;135:1:38;195:1:281;248:1:142;262:1:21;272:1:11981;287:1:57;298:1:361;315:1:3716;375:1:482;94:1:107
musical|387:1:513
uniquely|153:0:343;262:0:83;380:0:2342;411:0:517;422:0:1515;114:1:815
2616|298:0:35911
5476|298:0:112153
5477|298:0:108891
5474|298:0:92907;141:1:1600
5475|298:0:61440
14268|298:0:87822
thanks|154:0:328;301:0:123;365:0:1419;25:1:512;409:1:62;428:1:385;8:2:312
5470|298:0:61425
5471|298:0:61428
14264|298:0:87810
14265|298:0:87813
14266|298:0:87816
14267|298:0:87819
14260|298:0:87798
14261|298:0:87801
electronically|131:0:490;132:0:286;482:0:328;104:1:1191;134:1:803;371:1:255
14263|298:0:87807
jose|367:0:649;116:1:56
yamaha|280:0:371
cornell|301:0:287;365:0:1455
similarities|345:1:136;409:1:5339
josh|114:1:588
wright|315:1:1860
9897|298:0:74708
usable|278:0:16188;380:0:1814;219:1:1499;409:1:508
lcs|278:0:14942;114:1:1477;272:1:12610;395:1:68
kaplan|100:0:263;136:0:263;3:0:263;367:0:1016;44:0:263;471:0:263;181:1:263;263:1:263;300:1:263;414:1:503;21:2:247
scientometrics|409:1:6074
cosmetic|104:1:118
20957|298:0:107896
002688|298:0:119464
lcn|219:1:605
2618|298:0:91349
constitution|315:1:3453;403:1:27;409:1:1370
esosa|367:0:531
deviance|409:1:4412
href|147:0:1195;278:0:11559;270:1:179;272:1:8251
sparse|357:0:261;127:1:100;141:1:3512;313:1:333;8:1:257
night|300:0:221
outputlog|156:0:35
7340|298:0:67036
crammed|422:0:399
3boob4ob3o4bobobbobb3ob4obbo5boo6b3o3bob8ob|157:1:136
7341|298:0:67039
born|23:1:12
4000|232:1:112;264:1:73;288:1:300;96:1:299
hassle|165:1:47
flatten|176:0:379
bore|81:1:270
contaminating|156:1:1321;93:1:1318
confusing|154:0:1219;350:0:35;446:0:181;190:1:2448;303:1:493;396:1:517;409:1:1242;81:1:476
129897|315:1:1946
juei|381:0:77
jtabbedpane|74:1:615
001082|298:0:84638
advancedprompt|126:1:3376
spawned|409:1:3294
ethnographic|65:1:186
asking|154:0:185;278:0:13748;284:0:94;355:0:168;104:1:882;253:1:3228;409:1:1359
10020|298:0:75077
10021|298:0:75080
participation|100:0:502;136:0:502;154:0:364;26:0:228;263:0:588;280:0:283;3:0:502;32:0:218;380:0:520;44:0:502;46:0:287;471:0:502;66:0:21;181:1:502;200:1:1713;263:1:502;300:1:502;34:1:537;409:1:7024;430:1:37
peek|423:0:241;437:0:134;55:0:95
quicksim|491:1:694
346971360625|377:1:103
architectural|113:0:15;138:0:196;148:0:1;285:0:12;187:1:75;248:1:12;428:1:468
substitution|333:1:37
peer|284:0:150;402:0:396;422:0:1472;93:0:208;219:1:3374;222:1:209;313:1:17
niemeier|120:0:575
7548|298:0:67660
7549|298:0:89174
7540|298:0:67636
7541|298:0:101969
7542|298:0:89537
7543|298:0:67645
7544|298:0:96706
7545|298:0:78800
7546|298:0:67654
7547|298:0:102083
19348|298:0:103065
19349|298:0:103068
16138|298:0:93433
16139|298:0:93436
16136|298:0:93427
19345|298:0:103056
19346|298:0:103059
19347|298:0:103062
profession|109:0:202;116:0:200;126:0:202;131:0:15;167:0:202;172:0:202;178:0:202;188:0:200;2:0:200;201:0:202;203:0:202;223:0:202;245:0:200;248:0:202;249:0:200;261:0:202;276:0:202;311:0:202;322:0:202;325:0:202;330:0:202;356:0:202;360:0:202;361:0:202;389:0:202;393:0:202;396:0:202;409:0:202;417:0:202;427:0:200;445:0:202;469:0:202;472:0:202;476:0:202;477:0:202;478:0:202;496:0:202;80:0:202;84:0:202;10:1:202;104:1:900;107:1:200;119:1:202;150:1:202;160:1:202;166:1:202;180:1:202;198:1:202;210:1:202;224:1:200;24:1:202;265:1:202;268:1:202;310:1:202;311:1:202;314:1:202;315:1:3447;324:1:202;326:1:202;352:1:202;375:1:623;380:1:200;406:1:202;409:1:5626;43:1:200;432:1:202;44:1:202;446:1:202;449:1:202;46:1:202;467:1:202;474:1:202;486:1:202;488:1:202;499:1:202;54:1:200;6:1:202;68:1:202;71:1:202;95:1:200;10:2:202;3:2:202;5:2:202
16133|298:0:93418
16130|298:0:93409
16131|298:0:93412
jamboree|422:1:396
94bobo12bobo|157:1:210
004302|298:0:102758
crowd|301:0:487;32:0:21;219:1:431
10998|298:0:78012
10999|298:0:78015
10996|298:0:78006
10997|298:0:78009
10994|298:0:78000
10995|298:0:78003
10992|298:0:77994
10993|298:0:77997
10990|298:0:77988
10991|298:0:77991
siddhanamatha|298:1:138
threshhold|287:0:233;316:0:17
22593|298:0:112805
06042|298:0:102602
crown|81:1:229
22591|298:0:112799
viewsonic|205:1:128
0646|298:0:102113
2212|298:0:87284
2211|298:0:110770
0645|298:0:93096
2217|298:0:116818
2216|298:0:84836
2215|298:0:96466;285:1:108
2214|298:0:57572
2219|298:0:119071
2218|298:0:117262;141:1:1535
netizens|253:0:275
maximum|152:0:276;182:0:37;278:0:61;307:0:252;335:0:309;357:0:88;359:0:106;365:0:57;411:0:1241;422:0:623;435:0:196;60:0:395;69:0:1067;92:0:252;104:1:1535;114:1:54;134:1:711;141:1:2541;178:1:330;220:1:109;260:1:53;272:1:86;361:1:61;484:1:54;82:1:2022
1083616958|315:1:3136
faking|99:1:9
guesses|350:0:157
thunderbird|252:0:32;266:0:159
vws|439:0:177
postscript|138:0:238;139:0:97;316:1:552;482:1:51
expertise|280:0:261;301:0:386;325:1:183;409:1:5803
filelist|87:0:41;139:1:1484
sattam|120:1:259
oesmilesflag|12:2:36
rrant|287:0:239
11649|298:0:79965
9428|298:0:112693
3589703|30:1:236
11641|298:0:79941
9420|298:0:73276
9423|298:0:92072
9422|298:0:73282
9425|298:0:73291
11644|298:0:79950
11647|298:0:79959
9426|298:0:73294
106814959216|146:0:59
17776|298:0:98349
17775|298:0:98346
17774|298:0:98343
17773|298:0:98340
17772|298:0:98337
17771|298:0:98334
17770|298:0:98331
geometrische|297:1:122
outreach|109:0:312;116:0:310;126:0:312;167:0:312;172:0:312;178:0:312;188:0:310;2:0:310;201:0:312;203:0:312;223:0:312;245:0:310;248:0:312;249:0:310;261:0:312;276:0:312;311:0:312;322:0:312;325:0:312;330:0:312;356:0:312;360:0:312;361:0:312;370:0:104;389:0:312;393:0:312;396:0:312;409:0:312;417:0:312;427:0:310;445:0:312;469:0:312;472:0:312;476:0:312;477:0:312;478:0:312;496:0:312;80:0:312;84:0:312;10:1:312;107:1:310;119:1:312;150:1:312;160:1:312;166:1:312;180:1:312;198:1:312;204:1:479;210:1:312;224:1:310;24:1:312;265:1:312;268:1:312;310:1:312;311:1:312;314:1:312;324:1:312;326:1:312;338:1:316;352:1:312;380:1:310;406:1:312;43:1:310;432:1:312;44:1:312;446:1:312;449:1:312;46:1:312;467:1:312;474:1:312;486:1:312;488:1:312;499:1:312;54:1:310;6:1:312;68:1:312;71:1:312;95:1:310;10:2:312;3:2:312;5:2:312
17779|298:0:98358
17778|298:0:98355
establish|134:1:478;205:1:52;241:1:72;272:1:10832;375:1:404
decryptions|200:1:1073
parris|219:1:3818
myai|36:0:50;88:0:41
interval|117:0:359;147:0:824;200:0:75;60:0:379;126:1:3215;82:1:1570
21394|298:0:109207
21395|298:0:109210
21396|298:0:109213
21397|298:0:109216
21390|298:0:109195
21391|298:0:109198
21392|298:0:109201
21393|298:0:109204
ashwinkumar|301:0:453
007823|298:0:47511
21398|298:0:109219
21399|298:0:109222
songs|23:0:171;367:0:421;302:1:171;362:1:1084
09842|298:0:41498
20446|298:0:106361
20445|298:0:106358
concept|100:0:244;136:0:244;263:0:1688;286:0:912;3:0:244;411:0:1145;44:0:244;471:0:244;104:1:409;114:1:1243;126:1:53;141:1:4035;181:1:244;183:1:60;202:1:94;263:1:244;272:1:1106;300:1:244;313:1:256;409:1:4687
20443|298:0:106352
20442|298:0:106349
20441|298:0:106346
20440|298:0:106343
boxtype|272:1:3967
shuffle|411:0:2382;470:0:177
20449|298:0:106370
20448|298:0:106367
supplement|375:1:616;428:1:146
850608|30:1:1170
battle|315:1:2435;81:1:162
borradaile|141:1:3514
layers|411:0:824;95:0:843;409:1:7355
heller|409:1:7083
9289|298:0:72883;462:1:25
9288|298:0:72880
9285|298:0:75532
9284|298:0:72868;431:1:446
9287|298:0:108135
9286|298:0:72874
9281|298:0:117493
9280|298:0:72856
9283|298:0:72865
9282|298:0:112165
readitem|387:1:365
graderscripts|398:0:35
dartmouth|277:0:148
10206|298:0:75635
10207|298:0:75638
10204|298:0:75629
10205|298:0:75632
10202|298:0:75623
10203|298:0:75626
10200|298:0:75617
10201|298:0:75620
martinovic|219:1:311
parallelograms|178:1:1137
10208|298:0:75641
10209|298:0:75644
cunningham|278:0:14649;272:1:12429
turns|131:0:562;214:0:76;258:0:1212;435:0:55;443:0:20;60:0:513;204:1:231;343:1:432;362:1:855;409:1:436
gui|103:0:94;179:0:15;316:0:321;351:0:16;403:0:39;462:0:101;468:0:221;92:0:287;134:1:827;248:1:14;249:1:81;253:1:1688;362:1:412
gun|227:0:1;374:1:2
anjana|298:1:52
bortis|32:0:29
guy|418:0:99;81:1:484
bottou|316:1:572
semaphore|98:0:177
cosn|219:1:429
coalition|219:1:3460
cost|100:0:824;13:0:9;136:0:824;154:0:758;176:0:387;193:0:174;3:0:824;301:0:548;319:0:53;367:0:598;39:0:2;44:0:824;442:0:130;45:0:134;471:0:824;490:0:42;156:1:526;181:1:824;190:1:901;200:1:1440;219:1:3686;241:1:31;263:1:824;300:1:824;335:1:174;35:1:172;378:1:1;440:1:14;463:1:1195;93:1:523
forging|149:1:295
20014976|315:1:625
22889|298:0:113693
2989|298:0:103659
2988|298:0:109158
24379|298:0:118163
24378|298:0:118160
gansner|141:1:2146
24375|298:0:118151
2982|298:0:11513
24377|298:0:118157
24376|298:0:118154
2987|298:0:104787
2986|298:0:7367
24373|298:0:118145
24372|298:0:118142
image091|139:1:2068
shared|100:0:820;136:0:820;237:0:2;24:0:266;278:0:13695;286:0:1063;3:0:820;380:0:1273;44:0:820;448:0:302;471:0:820;474:0:106;92:0:61;98:0:759;181:1:820;241:1:12;263:1:820;272:1:12121;300:1:820;409:1:3182
21164|298:0:108517
43s|264:1:59
616304788474|290:0:319
paradoxical|195:1:213
teaches|242:0:102
sending|278:0:2673;380:0:1594;92:0:59;114:1:135;272:1:4292;287:1:9;371:1:2;430:1:52
2663800|207:0:166
konstanz|141:1:2079
modues|190:1:55
disregard|409:1:4667
10648|298:0:76962
859692|315:1:403
franklin|363:0:279;219:1:3547
438|183:0:16;298:0:103220;141:1:1686
439|166:0:161;298:0:107238;141:1:833
domains|297:0:544;350:0:406;0:1:2;15:1:93;173:1:191;219:1:3981;325:1:196
437|298:0:117949
434|298:0:96391
435|100:0:927;136:0:927;209:0:166;298:0:105285;3:0:927;44:0:927;471:0:927;181:1:927;263:1:927;300:1:927
432|183:0:102;286:0:898;298:0:90749;434:0:110
433|298:0:118537;364:1:510
430|490:1:46
macintosh|208:0:238;380:0:854;11:1:141;249:1:57;296:1:200
nikhil|301:0:495
regardless|150:0:964;258:0:1443;278:0:8425;93:0:308;253:1:1519;294:1:43
extra|176:0:523;278:0:1560;335:0:297;365:0:565;55:0:2432;92:0:221;104:1:854;195:1:253;272:1:1830;343:1:54;362:1:788;416:1:1417;463:1:1410;82:1:657
oeqmol|228:1:56
losing|278:0:3971;446:0:796;104:1:1066
crawlers|363:0:238
fbi|429:1:163
regex|258:0:1534;156:1:1766;93:1:1763
centrality|141:1:2633
bige|298:1:703
145157|30:1:956
nguyen|263:0:1667;289:0:102;402:0:316;185:1:68;219:1:335;428:1:564
codewarriorproject|13:1:63
fmoods|338:1:177
spaceships|364:1:515;57:1:8
23808|298:0:116450
23809|298:0:116453
ibm|100:0:955;136:0:955;3:0:955;332:0:0;367:0:983;44:0:955;471:0:955;15:1:20;181:1:955;263:1:955;300:1:955;76:1:144
23802|298:0:116432
23803|298:0:116435
23800|298:0:116426
23801|298:0:116429
23806|298:0:116444
23807|298:0:116447
07554|298:0:116896
23805|298:0:116441
syntactically|278:0:16659
ibp|139:0:89
trans|141:1:530;280:1:97
regularly|79:1:12
chip|176:0:748;297:0:953;379:0:181
setkeyless|41:0:30
chiu|298:1:623
weighting|286:0:629;383:0:65;34:1:166
anteater|355:0:436;200:1:360
chia|219:0:257;29:0:257;144:1:257;201:1:257;206:1:257;235:1:257;342:1:257;438:1:257;439:1:257
occur|131:0:394;147:0:845;153:0:334;176:0:257;263:0:778;278:0:8438;286:0:524;365:0:473;380:0:1956;446:0:826;462:0:235;104:1:1096;126:1:2374;272:1:7254;343:1:947;468:1:123;491:1:1522;82:1:1649
02311|298:0:32163
discussion|100:0:316;136:0:316;154:0:1252;284:0:84;292:0:424;3:0:316;32:0:123;320:0:492;365:0:1403;380:0:2443;44:0:316;471:0:316;66:0:19;104:1:767;116:1:240;149:1:263;155:1:227;173:1:232;181:1:316;195:1:514;263:1:316;272:1:8635;300:1:316;315:1:3388;34:1:554;371:1:270;395:1:185;409:1:4248;418:1:24
23383|298:0:115175
harrison|219:1:3816
positional|297:0:425;190:1:2149;491:1:2213
23382|298:0:115172
indiana|363:0:54
economy|263:0:1472;34:1:263
5357|298:0:61086
product|104:0:125;105:0:125;109:0:360;11:0:134;114:0:125;116:0:358;118:0:125;123:0:125;126:0:360;128:0:125;130:0:125;135:0:125;141:0:132;142:0:134;143:0:133;144:0:125;147:0:350;153:0:370;161:0:132;163:0:125;165:0:132;166:0:49;167:0:360;172:0:360;178:0:360;18:0:132;181:0:125;188:0:358;191:0:49;192:0:125;195:0:134;196:0:125;2:0:358;201:0:360;203:0:360;207:0:49;21:0:132;217:0:125;218:0:125;223:0:360;224:0:132;225:0:132;228:0:132;231:0:132;236:0:125;239:0:125;241:0:132;245:0:358;246:0:125;248:0:360;249:0:358;251:0:134;256:0:125;258:0:111;26:0:132;261:0:360;265:0:132;27:0:125;274:0:132;276:0:360;279:0:125;28:0:125;280:0:555;281:0:125;282:0:125;283:0:125;286:0:1051;288:0:125;291:0:125;294:0:125;299:0:125;305:0:134;308:0:125;311:0:360;312:0:125;313:0:125;314:0:125;315:0:131;319:0:631;322:0:360;325:0:360;328:0:125;330:0:360;331:0:125;34:0:125;341:0:46;344:0:132;346:0:125;348:0:203;356:0:360;360:0:360;361:0:360;364:0:125;367:0:929;369:0:132;37:0:49;373:0:125;387:0:125;388:0:125;389:0:360;393:0:360;395:0:125;396:0:360;402:0:132;404:0:125;409:0:360;411:0:592;414:0:125;417:0:360;423:0:133;427:0:358;429:0:132;441:0:125;445:0:360;449:0:125;454:0:125;456:0:125;459:0:125;469:0:360;472:0:360;476:0:360;477:0:360;478:0:360;481:0:125;482:0:147;484:0:125;487:0:125;488:0:132;496:0:360;498:0:125;53:0:134;54:0:132;59:0:125;6:0:132;61:0:125;65:0:125;66:0:315;7:0:125;70:0:125;72:0:132;78:0:134;80:0:360;84:0:360;93:0:133;99:0:132;10:1:360;100:1:125;102:1:125;107:1:358;111:1:125;119:1:360;120:1:132;123:1:134;124:1:49;125:1:125;129:1:125;136:1:132;140:1:125;143:1:132;149:1:132;150:1:360;152:1:132;153:1:125;154:1:125;158:1:134;159:1:125;16:1:125;160:1:360;163:1:125;164:1:125;166:1:360;167:1:134;177:1:125;18:1:125;180:1:360;188:1:132;190:1:1418;192:1:125;194:1:132;198:1:360;199:1:125;204:1:133;209:1:132;210:1:360;211:1:132;224:1:358;227:1:125;229:1:125;234:1:125;237:1:125;239:1:147;24:1:360;240:1:125;252:1:125;257:1:132;258:1:125;259:1:132;26:1:125;265:1:360;267:1:125;268:1:360;269:1:125;279:1:125;28:1:125;281:1:125;282:1:125;286:1:125;288:1:49;29:1:125;290:1:132;293:1:125;295:1:125;304:1:125;31:1:125;310:1:360;311:1:360;313:1:113;314:1:360;318:1:125;320:1:125;322:1:132;324:1:360;326:1:360;334:1:125;337:1:125;346:1:125;348:1:125;352:1:360;353:1:147;36:1:125;363:1:125;369:1:125;375:1:133;379:1:125;380:1:358;386:1:132;39:1:125;392:1:125;394:1:132;396:1:132;397:1:125;406:1:360;407:1:131;409:1:5603;410:1:125;413:1:46;419:1:125;42:1:132;425:1:132;43:1:358;431:1:132;432:1:360;434:1:49;435:1:125;437:1:125;44:1:360;441:1:211;442:1:125;443:1:125;446:1:360;449:1:360;46:1:360;461:1:125;466:1:125;467:1:360;47:1:125;473:1:134;474:1:360;478:1:125;485:1:125;486:1:360;488:1:360;499:1:360;52:1:125;53:1:125;54:1:358;56:1:125;59:1:46;6:1:360;65:1:134;66:1:125;68:1:360;69:1:125;71:1:360;80:1:125;85:1:125;87:1:125;9:1:125;95:1:358;96:1:49;10:2:360;13:2:132;15:2:125;16:2:132;21:2:147;3:2:360;5:2:360;6:2:125;7:2:125
substructure|365:0:1588;345:1:112
5356|298:0:107802
5355|298:0:119653
23389|298:0:115193
produce|132:0:365;258:0:77;263:0:404;320:0:304;380:0:1866;446:0:314;462:0:1254;464:0:7;55:0:955;69:0:646;76:0:30;95:0:147;104:1:751;126:1:3303;134:1:227;156:1:331;162:1:366;200:1:388;316:1:419;343:1:678;398:1:44;409:1:4797;93:1:328
23388|298:0:115190
5353|298:0:61074;377:1:264
1055|298:0:115984
06205|298:0:74971
18827|298:0:101502
5351|298:0:118195
06203|298:0:13770
5350|298:0:61065
corona|214:0:91
01716|298:0:96271
kurt|431:1:536
anaconda|323:0:29
kurs|297:1:70
serving|95:0:53;76:1:164
o7bobo3bobo7bobo3bobo7bobo3bobo|170:0:104
07481|298:0:64908
22032|298:0:111122
348199349564|495:1:334
ended|238:0:9;278:0:2718;381:0:6;272:1:4337
soe|407:1:203;431:1:360
still|108:0:45;109:0:154;112:0:45;116:0:152;12:0:45;124:0:45;126:0:154;131:0:538;134:0:116;147:0:1531;15:0:45;151:0:45;152:0:117;154:0:325;167:0:154;172:0:154;176:0:529;178:0:154;180:0:45;188:0:152;193:0:45;2:0:152;201:0:154;203:0:154;209:0:45;223:0:154;226:0:45;23:0:45;235:0:45;240:0:45;245:0:152;248:0:154;249:0:152;253:0:741;258:0:545;261:0:154;263:0:1093;266:0:310;276:0:154;278:0:15603;284:0:165;292:0:174;30:0:45;302:0:45;306:0:45;307:0:411;311:0:154;320:0:500;322:0:154;325:0:154;330:0:154;335:0:381;336:0:45;347:0:45;354:0:45;356:0:154;357:0:245;360:0:154;361:0:154;365:0:557;370:0:200;376:0:45;378:0:45;380:0:1839;389:0:154;393:0:154;396:0:154;405:0:45;409:0:154;411:0:1238;417:0:154;421:0:45;422:0:1489;427:0:152;445:0:154;446:0:385;447:0:45;462:0:374;463:0:45;469:0:154;472:0:154;476:0:154;477:0:154;478:0:154;486:0:45;496:0:154;499:0:45;51:0:45;69:0:483;77:0:45;80:0:154;84:0:154;93:0:176;10:1:154;104:1:1349;105:1:45;107:1:152;11:1:567;114:1:1083;118:1:45;119:1:154;126:1:3371;146:1:45;150:1:154;160:1:154;165:1:118;166:1:154;168:1:45;178:1:994;180:1:154;189:1:45;190:1:743;197:1:45;198:1:154;200:1:715;204:1:180;207:1:45;210:1:154;213:1:45;224:1:152;233:1:45;236:1:834;24:1:154;242:1:50;246:1:45;247:1:45;253:1:3339;254:1:45;265:1:154;266:1:45;268:1:154;272:1:11619;277:1:45;284:1:45;3:1:45;302:1:45;310:1:154;311:1:154;314:1:154;324:1:154;326:1:154;33:1:45;335:1:45;339:1:45;349:1:45;352:1:154;364:1:130;370:1:45;375:1:672;380:1:152;383:1:45;387:1:630;396:1:663;406:1:154;409:1:3457;411:1:435;416:1:244;418:1:20;423:1:45;426:1:45;43:1:152;432:1:154;433:1:171;44:1:154;446:1:154;447:1:45;448:1:45;449:1:154;46:1:154;463:1:509;467:1:154;468:1:30;474:1:154;476:1:45;486:1:154;488:1:154;489:1:45;499:1:154;54:1:152;6:1:154;64:1:45;67:1:45;68:1:154;70:1:45;71:1:154;81:1:575;82:1:1638;91:1:45;95:1:152;0:2:45;10:2:154;3:2:154;5:2:154;8:2:333
roomates|482:0:273
3799|298:0:6731
3798|298:0:75796
3795|298:0:79232
3794|298:0:107565
3797|298:0:57086
3796|298:0:37867;30:1:51
3791|298:0:109188
3790|101:1:137
3793|298:0:89843
3792|298:0:91301
2154|298:0:107859
2155|290:0:303;298:0:108117
2156|121:0:736;298:0:105165
2157|298:0:98669
2151|298:0:1984
2152|298:0:114907
2153|298:0:83963
4989|121:0:65;293:0:17;298:0:42756;215:1:64
4988|121:0:140;293:0:92;298:0:71598;215:1:89
3o5b3o|170:0:28
09477|298:0:14616
2159|298:0:102275
4068633|30:1:371
correspondence|153:0:447;409:1:125;8:2:55
non|10:0:406;100:0:554;117:0:280;124:0:185;136:0:554;147:0:1471;153:0:605;166:0:62;191:0:62;207:0:62;211:0:128;241:0:233;243:0:122;258:0:675;262:0:26;278:0:12258;289:0:59;3:0:554;320:0:413;341:0:59;365:0:608;37:0:62;370:0:29;380:0:1695;394:0:119;438:0:209;44:0:554;462:0:985;471:0:554;474:0:611;482:0:350;55:0:2458;105:1:168;114:1:1358;124:1:62;126:1:2266;134:1:270;141:1:3921;146:1:168;156:1:400;181:1:554;190:1:2196;195:1:340;200:1:1587;236:1:309;253:1:3428;263:1:554;270:1:533;272:1:11535;288:1:62;300:1:554;315:1:2943;323:1:1174;403:1:166;409:1:4488;413:1:55;414:1:221;416:1:1104;434:1:62;436:1:151;463:1:1125;468:1:626;59:1:59;93:1:397;96:1:62;8:2:323
rstipped|190:1:1583
917|298:0:99488
08781|298:0:74043
alist|258:0:1303;55:0:467
introduce|125:0:24;278:0:13554;11:1:482;141:1:4034;270:1:32;316:1:459;364:1:825;428:1:94;430:1:179
noc|379:0:536
sgeprimer|156:0:8;5:0:7
14068|298:0:87222
14069|298:0:87225
14066|298:0:87216
14067|298:0:87219
nov|122:0:201;213:0:44;244:0:44;263:0:1581;267:0:71;275:0:46;289:0:119;303:0:42;321:0:46;342:0:127;353:0:23;36:0:55;371:0:44;382:0:44;385:0:44;397:0:84;399:0:21;410:0:438;420:0:89;47:0:46;488:0:209;88:0:46;106:1:38;109:1:18;110:1:22;132:1:129;178:1:913;223:1:102;271:1:171;366:1:17;384:1:89;385:1:46;408:1:16;453:1:346;460:1:46;470:1:46;477:1:134;492:1:37;496:1:351;14:2:78
now|147:0:1494;150:0:951;153:0:808;154:0:372;176:0:538;214:0:389;215:0:114;258:0:465;263:0:1590;266:0:260;292:0:159;365:0:513;367:0:316;380:0:1812;411:0:2225;418:0:124;422:0:1262;435:0:229;438:0:113;446:0:345;46:0:65;462:0:568;465:0:209;479:0:93;55:0:1787;60:0:457;104:1:670;126:1:3000;151:1:72;156:1:189;190:1:2312;200:1:923;204:1:365;21:1:244;25:1:668;253:1:2657;270:1:613;272:1:11538;315:1:3584;343:1:177;353:1:217;356:1:138;362:1:73;387:1:571;393:1:107;395:1:65;404:1:265;409:1:6018;411:1:285;428:1:653;445:1:190;463:1:1344;81:1:443;82:1:678;93:1:186;21:2:217
